国連による世界地理区分,国・地域名,国内の大まかな地域,言語の日本語名,文字体系,特徴となる文字形,冠詞・前置詞等／短い看板語,見分け方・混同注意,公的地位・看板での扱い,地域の解説,地図番号,地図帳ページ,地域ID,言語ID,経度,緯度,範囲の性質,統計ID,参照資料ID,地域・制度の出典URL,文字の出典URL,大文字形（機械的な対応・例外は解説）
南ヨーロッパ,スペイン,北東部（バルセロナ周辺）,カタルーニャ語（バレンシア語を含む）,Latin,l·l ç ny à,el / els / de / carrer,中点付きl·lが強い手掛かり。nyはスペイン語のñと比較。,指定地域の共同公用語・地名表記,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,74,18,esp-catalan,ca,1.58336,41.68603,行政区を使った位置の概略,catalan-speak,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ca.xml,L·L Ç NY À
南ヨーロッパ,スペイン,東岸（バレンシア周辺）,カタルーニャ語（バレンシア語を含む）,Latin,l·l ç ny à,el / els / de / carrer,中点付きl·lが強い手掛かり。nyはスペイン語のñと比較。,指定地域の共同公用語・地名表記,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,75,18,esp-valencian,ca,-0.75286,39.30904,行政区を使った位置の概略,,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ca.xml,L·L Ç NY À
南ヨーロッパ,スペイン,東の沖合（バレアレス諸島）,カタルーニャ語（バレンシア語を含む）,Latin,l·l ç ny à,el / els / de / carrer,中点付きl·lが強い手掛かり。nyはスペイン語のñと比較。,指定地域の共同公用語・地名表記,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,76,18,esp-balearic,ca,2.8861,39.61756,行政区を使った位置の概略,,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ca.xml,L·L Ç NY À
南ヨーロッパ,スペイン,北部・フランス国境の大西洋側,バスク語,Latin,tx tz k,eta / -ko / -ak,tx・tz・kの組合せが補助。スペイン側・フランス側にまたがる。,指定地域の共同公用語・地名表記,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,77,19,esp-basque,eu,-2.55882,42.96384,行政区を使った位置の概略,basque-bac,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/eu.xml,TX TZ K
南ヨーロッパ,スペイン,北部（ナバラの北寄り）,バスク語,Latin,tx tz k,eta / -ko / -ak,tx・tz・kの組合せが補助。スペイン側・フランス側にまたがる。,指定地域の共同公用語・地名表記,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,78,19,esp-navarre,eu,-1.98069,43.05014,国の外形で切り取った概略範囲,basque-nav,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/eu.xml,TX TZ K
南ヨーロッパ,スペイン,北西端（ガリシア）,ガリシア語,Latin,ñ nh x,o / a / e / rúa,ñとポルトガル語に似た冠詞。通常ã・õを標準正書法に使わない。,指定地域の共同公用語・地名表記,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,79,19,esp-galician,gl,-7.88372,42.80394,行政区を使った位置の概略,,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/gl.xml,Ñ NH X
南ヨーロッパ,スペイン,北岸（オビエド・ヒホン周辺）,アストゥリアス語,Latin,ḷ ḥ ñ,y / el / la,ḷḷ・ḥは一部方言の綴り。これらがない看板も多い。,地域言語の地名・公共表示,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,80,19,esp-asturian,ast,-5.84989,43.28746,行政区を使った位置の概略,,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ast.xml,Ḷ Ḥ Ñ
南ヨーロッパ,スペイン,北東の山中（アラン谷）,オック語（アラン語を含む）,Latin,ò è ç nh lh,lo / la / e,nh・lhはポルトガル語とも共通。フランス南部、スペインのアラン谷。,指定地域の共同公用語・地名表記,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,81,19,esp-aranese,oc,0.8,42.7,代表地点。周辺全体を意味しない,,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/oc.xml,Ò È Ç NH LH
南ヨーロッパ,スペイン,北東部内陸（ウエスカ北側の一部）,アラゴン語,Latin,ch ll,o / a / y,固有の追加文字は乏しい。スペイン語・カタルーニャ語と混同しやすい。,地域言語の地名・公共表示,スペイン語との関係は地域差。地名が地域言語のみで公式の場合もある。,82,19,esp-aragonese,an,-0.3,42.6,代表地点。周辺全体を意味しない,,ESP,https://assets.publishing.service.gov.uk/media/6941528d29501ea90654a507/Spain_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/an.xml,CH LL
南ヨーロッパ,ポルトガル,北東端（ミランダ・ド・ドウロ）,ミランダ語,Latin,lh nh ç,l / la / i,lh・nhをポルトガル語と共有。ポルトガル北東端の地名が補助。,地域言語の地名・公共表示,ミランダ語が地域的に公認され、ポルトガル語と併記される地名もある。,83,19,prt-mirandese,mwl,-6.27,41.5,代表地点。周辺全体を意味しない,,PRT,https://assets.publishing.service.gov.uk/media/6a6b12600c36759b5ccaa1f9/Portugal_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/mirandese.htm,LH NH Ç
南ヨーロッパ,イタリア,全域（基本の表示）,イタリア語,Latin,à è é ì ò ù,il / della / via,固有の追加文字は乏しい。via・piazza・gliなどの語を補助にする。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,84,20,ita-base,it,12.68696,42.50055,国・地域の外形,,ITA-PCGN,https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/it.xml,À È É Ì Ò Ù
南ヨーロッパ,サンマリノ,全域（基本の表示）,イタリア語,Latin,à è é ì ò ù,il / della / via,固有の追加文字は乏しい。via・piazza・gliなどの語を補助にする。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,85,20,smr-base,it,12.43504,43.93647,国・地域の外形,,MICRO,https://assets.publishing.service.gov.uk/media/6968cbde6958e5645144b08d/European_Microstates_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/it.xml,À È É Ì Ò Ù
南ヨーロッパ,バチカン,全域（基本の表示）,イタリア語,Latin,à è é ì ò ù,il / della / via,固有の追加文字は乏しい。via・piazza・gliなどの語を補助にする。,全国の公用語・主要公共表示,日常・行政の主言語はイタリア語。ラテン語は教皇庁の公式用途や銘文を含めた補助。,86,20,vat-base,it,12.45378,41.90331,国・地域の外形,,MICRO,https://assets.publishing.service.gov.uk/media/6968cbde6958e5645144b08d/European_Microstates_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/it.xml,À È É Ì Ò Ù
南ヨーロッパ,バチカン,全域（基本の表示）,ラテン語,Latin,AE QV V,et / in / de,古典的な銘文ではUの位置にVが現れる。普通の道路標識の主言語とは別。,教皇庁の公式用途・銘文,日常・行政の主言語はイタリア語。ラテン語は教皇庁の公式用途や銘文を含めた補助。,86,20,vat-base,la,12.45378,41.90331,国・地域の外形,,MICRO,https://assets.publishing.service.gov.uk/media/6968cbde6958e5645144b08d/European_Microstates_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/latin.htm,AE QV V
西ヨーロッパ,モナコ,全域（基本の表示）,フランス語,Latin,ç œ é è ê,le / la / de / rue,çは他言語にもある。rue・du・desと合わせる。,全国の公用語・主要公共表示,フランス語が公用語。モネガスク語は旧市街などの一部街路名併記。,87,20,mco-base,fr,7.40008,43.73305,国・地域の外形,,MICRO,https://assets.publishing.service.gov.uk/media/6968cbde6958e5645144b08d/European_Microstates_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/fr.xml,Ç Œ É È Ê
西ヨーロッパ,モナコ,全域（基本の表示）,モネガスク語,Latin,ü ë œ,u / a,モナコ旧市街のフランス語との併記が補助。,旧市街などの一部街路名併記,フランス語が公用語。モネガスク語は旧市街などの一部街路名併記。,87,20,mco-base,mco,7.40008,43.73305,国・地域の外形,,MICRO,https://assets.publishing.service.gov.uk/media/6968cbde6958e5645144b08d/European_Microstates_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/monegasque.htm,Ü Ë Œ
南ヨーロッパ,イタリア,北端・オーストリア国境（ボルツァーノ）,ドイツ語,Latin,ä ö ü ß,der / die / und / Straße,ßが有力。大文字ではSSも使う。スイス・リヒテンシュタインでは通常ss。,指定地域の共同公用語・地名併記,イタリア語との地域的な併記。谷・集落によって言語が異なる。,88,20,ita-german,de,11.23341,46.65282,行政区を使った位置の概略,tyrol-de,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/de.xml,Ä Ö Ü SS
南ヨーロッパ,イタリア,北東の山地（ドロミテの谷）,ラディン語,Latin,ë é ć,y / de,北イタリアの谷ごとに綴りが違う。ドイツ語・イタリア語との併記を見る。,地域言語の地名・公共表示,イタリア語との地域的な併記。谷・集落によって言語が異なる。,89,21,ita-ladin,lld,11.67,46.55,代表地点。周辺全体を意味しない,tyrol-lld,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/lld.xml,Ë É Ć
南ヨーロッパ,イタリア,北西端・フランス国境（アオスタ）,フランス語,Latin,ç œ é è ê,le / la / de / rue,çは他言語にもある。rue・du・desと合わせる。,指定地域の共同公用語・地名併記,イタリア語との地域的な併記。谷・集落によって言語が異なる。,90,21,ita-french,fr,7.36171,45.71755,行政区を使った位置の概略,,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/fr.xml,Ç Œ É È Ê
南ヨーロッパ,イタリア,北西端のアオスタ谷,フランコプロヴァンス語,Latin,â ê ô,lo / la,地域ごとに正書法が異なる。フランス語・オック語と同じ字形を共有。,地域言語の地名・公共表示,イタリア語との地域的な併記。谷・集落によって言語が異なる。,91,21,ita-francoprov,frp,7.36171,45.71755,行政区を使った位置の概略,,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://www.omniglot.com/writing/francoprovencal.htm,Â Ê Ô
南ヨーロッパ,イタリア,北東部（ウーディネ周辺）,フリウリ語,Latin,â ê î ô û ç,e / di / cj,長母音の曲折アクセントとcj。北東イタリアの地名併記に注目。,地域言語の地名・公共表示,イタリア語との地域的な併記。谷・集落によって言語が異なる。,92,21,ita-friulian,fur,13.28569,46.136,行政区を使った位置の概略,,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/fur.xml,Â Ê Î Ô Û Ç
南ヨーロッパ,イタリア,北東端・スロベニア国境,スロベニア語,Latin,č š ž,in / na / cesta,通常の固有語にć・đを使わないが、外国人名では見られる。,地域言語の地名・公共表示,イタリア語との地域的な併記。谷・集落によって言語が異なる。,93,21,ita-slovene,sl,13.493,45.83826,行政区を使った位置の概略,,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sl.xml,Č Š Ž
南ヨーロッパ,イタリア,西の大きな島（サルデーニャ）,サルデーニャ語,Latin,dd tz,su / sa / de,su・saが補助。島内の地域差があり、イタリア語と共有する綴りも多い。,地域言語の地名・公共表示,イタリア語との地域的な併記。谷・集落によって言語が異なる。,94,21,ita-sardinian,sc,9.10119,40.07305,国の外形で切り取った概略範囲,,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sc.xml,DD TZ
南ヨーロッパ,イタリア,サルデーニャ島北西岸（アルゲーロ）,カタルーニャ語（バレンシア語を含む）,Latin,l·l ç ny à,el / els / de / carrer,中点付きl·lが強い手掛かり。nyはスペイン語のñと比較。,地域言語の地名・公共表示,イタリア語との地域的な併記。谷・集落によって言語が異なる。,95,21,ita-catalan,ca,8.32,40.56,代表地点。周辺全体を意味しない,,ITA; ITA-PCGN,https://igmi.org/%2B%2Btheme%2B%2Bigm/toponomastica/3_Toponymic%20Guidelines%20Italy.pdf; https://assets.publishing.service.gov.uk/media/6a5a125f5ca06bf11ccb43c9/Italy_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/ca.xml,L·L Ç NY À
東ヨーロッパ,ポーランド,全域（基本の表示）,ポーランド語,Latin,ł ą ę ś ź ż,i / w / ulica,łと鼻母音のą・ę、sz/cz/rz。ŁはLに斜線。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,96,22,pol-base,pl,19.15831,51.92912,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/pl.xml,Ł Ą Ę Ś Ź Ż
東ヨーロッパ,ポーランド,北部（グダニスクの西）,カシューブ語,Latin,ã ë ò ô ù,ë / Kaszëbë,ポーランド語にないã・ë・òが補助。北部の併記地名に注目。,地域言語の地名・公共表示,公認の追加地名がある自治体の位置。塗色内の全自治体に設置されるわけではない。,97,22,pol-kashubian,csb,18.0,54.0495,国の外形で切り取った概略範囲,,POL-MIN,https://www.gov.pl/attachment/fb56781a-91ec-4e52-8395-1d46bb7848ca,https://www.omniglot.com/writing/kashubian.htm,Ã Ë Ò Ô Ù
東ヨーロッパ,ポーランド,南西部（オポーレ周辺）,ドイツ語,Latin,ä ö ü ß,der / die / und / Straße,ßが有力。大文字ではSSも使う。スイス・リヒテンシュタインでは通常ss。,地域言語の地名・公共表示,公認の追加地名がある自治体の位置。塗色内の全自治体に設置されるわけではない。,98,22,pol-german,de,17.81533,50.56283,行政区を使った位置の概略,,POL-MIN,https://www.gov.pl/attachment/fb56781a-91ec-4e52-8395-1d46bb7848ca,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/de.xml,Ä Ö Ü SS
東ヨーロッパ,ポーランド,東端・ベラルーシ国境,ベラルーシ語,Cyrillic,ў і ы э,і / у / вуліца,短いuのўが有力。ロシア語との併記・混在が多い。,地域言語の地名・公共表示,公認の追加地名がある自治体の位置。塗色内の全自治体に設置されるわけではない。,99,22,pol-belarusian,be,23.35476,52.93703,国の外形で切り取った概略範囲,,POL-MIN2,https://www.gov.pl/attachment/20e7d747-e23c-4a23-abf7-0edcde6c6b31,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/be.xml,Ў І Ы Э
東ヨーロッパ,ポーランド,北東端・リトアニア国境,リトアニア語,Latin,ė ą ę į ų ū,ir / gatvė,点付きėと母音の下の尾。ラトビア語のā・ēとは異なる。,地域言語の地名・公共表示,公認の追加地名がある自治体の位置。塗色内の全自治体に設置されるわけではない。,100,22,pol-lithuanian,lt,23.18,54.25,代表地点。周辺全体を意味しない,,POL-MIN2,https://www.gov.pl/attachment/20e7d747-e23c-4a23-abf7-0edcde6c6b31,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/lt.xml,Ė Ą Ę Į Ų Ū
東ヨーロッパ,ポーランド,南東の山地・スロバキア国境,ルシン語・レムコ語,Cyrillic,і ї ы,і / на,ウクライナ語やベラルーシ語と文字を共有。地域により正書法が異なる。,地域言語の地名・公共表示,公認の追加地名がある自治体の位置。塗色内の全自治体に設置されるわけではない。,101,22,pol-lemko,rue,21.35,49.59972,国の外形で切り取った概略範囲,,POL-MIN,https://www.gov.pl/attachment/fb56781a-91ec-4e52-8395-1d46bb7848ca,https://www.omniglot.com/writing/rusyn.htm,І Ї Ы
東ヨーロッパ,チェコ,全域（基本の表示）,チェコ語,Latin,ř ě ů,a / v / ulice,řとůが有力。スロバキア語のľ・ôと比較する。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,102,23,cze-base,cs,15.51441,49.79224,国・地域の外形,,CZE,https://unstats.un.org/unsd/ungegn/sessions/4th_session_2025/documents/GEGN.2_2025_152_CRP152_Item7d.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/cs.xml,Ř Ě Ů
東ヨーロッパ,スロバキア,全域（基本の表示）,スロバキア語,Latin,ľ ĺ ŕ ô ä,a / v / ulica,ľは書体によってlの右の小さな印。チェコ語のřは通常ない。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,103,23,svk-base,sk,19.61576,48.65242,国・地域の外形,,SVK,https://assets.publishing.service.gov.uk/media/6246f4fa8fa8f5277c0169ba/Slovakia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sk.xml,Ľ Ĺ Ŕ Ô Ä
東ヨーロッパ,ハンガリー,全域（基本の表示）,ハンガリー語,Latin,ő ű sz gy,és / az / utca,二重鋭アクセントő・űが強い手掛かり。ö・üとは別字。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,104,23,hun-base,hu,19.12292,47.15924,国・地域の外形,,CLDR-T,https://www.unicode.org/cldr/charts/48/supplemental/territory_language_information.html,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hu.xml,Ő Ű SZ GY
東ヨーロッパ,チェコ,東端（チェスキー・チェシーン周辺）,ポーランド語,Latin,ł ą ę ś ź ż,i / w / ulica,łと鼻母音のą・ę、sz/cz/rz。ŁはLに斜線。,地域言語の地名・公共表示,ポーランド語との二言語地名。,105,23,cze-polish,pl,18.63,49.75,代表地点。周辺全体を意味しない,,CZE; CHARTER,https://unstats.un.org/unsd/ungegn/sessions/4th_session_2025/documents/GEGN.2_2025_152_CRP152_Item7d.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/pl.xml,Ł Ą Ę Ś Ź Ż
東ヨーロッパ,スロバキア,南部・ハンガリー国境沿い,ハンガリー語,Latin,ő ű sz gy,és / az / utca,二重鋭アクセントő・űが強い手掛かり。ö・üとは別字。,地域言語の地名・公共表示,南部のハンガリー語使用自治体。北寄りにかかる塗色は概略。,106,24,svk-hungarian,hu,18.25237,48.17741,国の外形で切り取った概略範囲,,SVK; CHARTER,https://assets.publishing.service.gov.uk/media/6246f4fa8fa8f5277c0169ba/Slovakia_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hu.xml,Ő Ű SZ GY
東ヨーロッパ,スロバキア,北東端（ポーランド・ウクライナ近く）,ルシン語・レムコ語,Cyrillic,і ї ы,і / на,ウクライナ語やベラルーシ語と文字を共有。地域により正書法が異なる。,地域言語の地名・公共表示,一部自治体の少数言語地名。,107,24,svk-rusyn,rue,21.60347,49.156,国の外形で切り取った概略範囲,,SVK; CHARTER,https://assets.publishing.service.gov.uk/media/6246f4fa8fa8f5277c0169ba/Slovakia_Toponymic_Factfile.pdf; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://www.omniglot.com/writing/rusyn.htm,І Ї Ы
東ヨーロッパ,ハンガリー,南西部（ペーチ周辺の集落）,ドイツ語,Latin,ä ö ü ß,der / die / und / Straße,ßが有力。大文字ではSSも使う。スイス・リヒテンシュタインでは通常ss。,少数言語の自治体・文化表示,ドイツ語は他地方の集落にもある。点は代表的な地域を示す。,108,24,hun-german,de,18.23,46.08,代表地点。周辺全体を意味しない,,HUN-SIGNS; CHARTER,https://rm.coe.int/16806c8e14; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/de.xml,Ä Ö Ü SS
東ヨーロッパ,ハンガリー,南東部（ベーケーシュチャバ周辺）,スロバキア語,Latin,ľ ĺ ŕ ô ä,a / v / ulica,ľは書体によってlの右の小さな印。チェコ語のřは通常ない。,少数言語の自治体・文化表示,,109,24,hun-slovak,sk,21.09,46.68,代表地点。周辺全体を意味しない,,HUN-SIGNS; CHARTER,https://rm.coe.int/16806c8e14; https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sk.xml,Ľ Ĺ Ŕ Ô Ä
南ヨーロッパ,スロベニア,全域（基本の表示）,スロベニア語,Latin,č š ž,in / na / cesta,通常の固有語にć・đを使わないが、外国人名では見られる。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,110,25,svn-base,sl,14.61434,46.14338,国・地域の外形,,SVN,https://assets.publishing.service.gov.uk/media/650bf4d7fbd7bc000de546ff/Slovenia_Toponymic_Factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sl.xml,Č Š Ž
南ヨーロッパ,クロアチア,全域（基本の表示）,クロアチア語,Latin,č ć đ š ž,i / u / ulica,ボスニア語・セルビア語ラテン表記と同じ字形。単独では国を分けられない。,全国の公用語・主要公共表示,観光地の英語訳・ラテン文字への転写は他国でも現れる。固有の文字と短い語を組み合わせる。,111,25,hrv-base,hr,15.31809,44.74668,国・地域の外形,,CHARTER,https://rm.coe.int/november-2022-revised-table-languages-covered-english-/1680a8fef4,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hr.xml,Č Ć Đ Š Ž
南ヨーロッパ,ボスニア・ヘルツェゴビナ,全域（基本の表示）,ボスニア語,Latin,č ć đ š ž,i / u / ulica,クロアチア語・セルビア語ラテン表記と共有。キリル表記もある。,全国の公用語・主要公共表示,3言語の綴りは非常に近く、ラテン文字とキリル文字が併存する。,112,25,bih-base,bs,17.95457,43.89918,国・地域の外形,,BIH,https://assets.publishing.service.gov.uk/media/6512a00cb23dad0012e70609/Bosnia_and_Herzegovina_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/bs.xml,Č Ć Đ Š Ž
南ヨーロッパ,ボスニア・ヘルツェゴビナ,全域（基本の表示）,クロアチア語,Latin,č ć đ š ž,i / u / ulica,ボスニア語・セルビア語ラテン表記と同じ字形。単独では国を分けられない。,全国の公用語・主要公共表示,3言語の綴りは非常に近く、ラテン文字とキリル文字が併存する。,112,25,bih-base,hr,17.95457,43.89918,国・地域の外形,,BIH,https://assets.publishing.service.gov.uk/media/6512a00cb23dad0012e70609/Bosnia_and_Herzegovina_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/hr.xml,Č Ć Đ Š Ž
南ヨーロッパ,ボスニア・ヘルツェゴビナ,全域（基本の表示）,セルビア語,Cyrillic,ј љ њ ћ ђ џ,и / у / улица,ј・љ・њは北マケドニアとも共有。ћ・ђとќ・ѓを比較する。,全国の公用語・主要公共表示,3言語の綴りは非常に近く、ラテン文字とキリル文字が併存する。,112,25,bih-base,sr,17.95457,43.89918,国・地域の外形,,BIH,https://assets.publishing.service.gov.uk/media/6512a00cb23dad0012e70609/Bosnia_and_Herzegovina_Toponymic_factfile.pdf,https://raw.githubusercontent.com/unicode-org/cldr/fc1fd058cc6f50544a450a3b15a4bba0e0c1e653/common/main/sr.xml,Ј Љ Њ Ћ Ђ Џ
